graph_id,edge_list
graph_756,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 23), (1, 4), (1, 19), (2, 6), (3, 6), (3, 11), (4, 5), (4, 7), (4, 9), (4, 18), (7, 8), (8, 9), (9, 10), (12, 13), (16, 17), (18, 24), (20, 21), (20, 29), (33, 34)"
graph_757,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 20), (0, 21), (0, 23), (1, 4), (1, 5), (3, 9), (3, 13), (3, 15), (5, 10), (6, 7), (6, 8), (7, 9), (8, 10), (8, 11), (9, 22), (11, 14), (12, 14), (14, 15), (21, 24), (22, 23)"
graph_758,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (1, 3), (1, 5), (1, 9), (2, 3), (2, 5), (2, 6), (3, 4), (4, 9), (5, 21), (6, 7), (6, 11), (7, 8), (7, 12), (8, 11), (9, 12), (12, 13), (15, 16)"
graph_759,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8)"
graph_760,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 15), (0, 17), (0, 18), (0, 19), (1, 4), (1, 5), (2, 4), (2, 9), (3, 11), (3, 14), (4, 5), (4, 6), (4, 10), (5, 8), (6, 7), (6, 8), (7, 8), (7, 9), (8, 10), (8, 11), (8, 12), (11, 12), (12, 13), (12, 17), (14, 15), (14, 17)"
graph_761,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (1, 9), (2, 6), (3, 4), (3, 9), (3, 16), (4, 7), (5, 6), (6, 8), (7, 8), (7, 12), (10, 11), (11, 14), (13, 16), (14, 15)"
graph_762,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (7, 8)"
graph_763,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 3), (1, 6), (1, 14), (3, 4), (3, 9), (4, 6), (5, 6), (5, 7), (7, 8), (7, 10), (8, 9)"
graph_764,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8)"
graph_765,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (6, 8), (7, 8), (8, 9)"
graph_766,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 18), (1, 5), (1, 12), (2, 5), (2, 7), (3, 4), (4, 6), (4, 9), (5, 6), (5, 9), (7, 17), (8, 9), (8, 13), (10, 18), (13, 14), (15, 16), (16, 17)"
graph_767,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (7, 8)"
graph_768,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 19), (1, 7), (2, 5), (2, 13), (3, 4), (3, 5), (3, 6), (3, 14), (4, 14), (4, 22), (5, 9), (5, 13), (5, 21), (6, 9), (6, 10), (7, 8), (7, 9), (7, 11), (9, 10), (10, 14), (11, 12), (13, 14)"
graph_769,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 4), (7, 8)"
graph_770,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (3, 6), (5, 6), (6, 8), (7, 8), (10, 13)"
graph_771,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (2, 6), (7, 8)"
graph_772,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (0, 19), (1, 4), (1, 5), (3, 9), (4, 7), (4, 9), (5, 6), (5, 8), (5, 10), (5, 14), (7, 8), (7, 9), (8, 9), (8, 10), (9, 13), (10, 14), (11, 20)"
graph_773,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8), (8, 9)"
graph_774,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 18), (0, 19), (0, 20), (0, 21), (1, 5), (1, 15), (2, 3), (2, 6), (3, 7), (4, 5), (4, 7), (4, 14), (5, 6), (6, 8), (7, 10), (8, 9), (10, 12), (11, 12), (15, 16)"
graph_775,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (2, 5), (7, 8), (8, 9)"
graph_776,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 20), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (2, 10), (2, 15), (2, 22), (3, 6), (3, 7), (4, 5), (5, 6), (5, 8), (6, 7), (6, 8), (7, 8), (8, 9), (8, 12), (8, 13), (8, 15), (11, 14), (12, 15), (13, 14), (15, 16)"
graph_777,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (1, 4), (2, 5), (2, 6), (3, 5), (3, 9), (4, 6), (5, 7), (5, 9), (5, 10), (6, 7), (6, 8), (7, 9), (8, 13), (18, 19)"
graph_778,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (2, 5), (2, 6), (3, 6), (6, 7), (7, 8)"
graph_779,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (1, 4), (1, 11), (3, 5), (3, 6), (3, 8), (3, 9), (4, 8), (5, 6), (5, 9), (5, 16), (6, 8), (7, 8), (9, 13), (10, 11), (10, 13), (11, 12), (11, 13), (12, 13), (14, 19), (15, 16), (16, 18)"
graph_780,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (2, 5), (4, 6), (6, 8), (7, 8), (7, 9), (14, 15)"
graph_781,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 19), (1, 4), (1, 12), (1, 14), (4, 6), (4, 9), (5, 13), (6, 7), (6, 8), (6, 13), (7, 8), (7, 9), (8, 9), (8, 11), (8, 17), (9, 11), (9, 13), (11, 12), (14, 17), (14, 21), (16, 17), (21, 22)"
graph_782,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (7, 8), (8, 9)"
graph_783,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 4), (3, 4), (6, 8), (7, 8), (8, 9)"
graph_784,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 19), (0, 25), (1, 4), (2, 3), (2, 5), (2, 6), (3, 4), (3, 10), (4, 6), (4, 7), (5, 6), (6, 7), (7, 8), (8, 16), (10, 11), (11, 14), (12, 13), (13, 21), (13, 23), (14, 15), (16, 17), (16, 18), (17, 18), (17, 20)"
graph_785,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 18), (0, 19), (1, 4), (2, 11), (4, 5), (5, 6), (6, 8), (7, 8), (7, 9), (8, 10), (8, 11), (9, 10), (10, 13), (12, 13)"
graph_786,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 19), (0, 20), (1, 2), (1, 4), (1, 6), (2, 5), (2, 6), (2, 10), (2, 18), (3, 6), (6, 9), (7, 8), (7, 9), (8, 9), (9, 10), (12, 13)"
graph_787,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 21), (1, 3), (1, 4), (2, 5), (3, 11), (7, 8), (8, 9), (8, 10), (8, 11), (10, 13), (11, 12), (18, 20)"
graph_788,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 19), (0, 21), (1, 4), (1, 9), (1, 14), (2, 5), (3, 6), (5, 6), (5, 7), (6, 7), (7, 8), (7, 9), (11, 12), (16, 18), (18, 27), (21, 22)"
graph_789,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 19), (1, 3), (3, 4), (3, 5), (5, 6), (5, 7), (7, 8), (9, 12), (10, 13), (11, 12)"
graph_790,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (0, 19), (1, 6), (1, 8), (1, 12), (2, 5), (3, 4), (3, 5), (4, 5), (4, 7), (4, 12), (5, 7), (5, 11), (8, 10), (8, 14), (8, 22), (9, 10), (10, 11), (10, 18), (14, 15), (18, 19), (18, 23)"
graph_791,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 4), (5, 9), (6, 8), (7, 8), (8, 9), (8, 10), (14, 15)"
graph_792,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (1, 3), (1, 6), (2, 5), (2, 6), (4, 7), (5, 6), (8, 9), (8, 10), (10, 17), (12, 13), (12, 15), (19, 20)"
graph_793,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 21), (1, 4), (2, 5), (5, 9), (6, 8), (7, 8)"
graph_794,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 18), (1, 4), (1, 18), (4, 5), (4, 6), (4, 9), (5, 9), (5, 11), (6, 8), (6, 11), (7, 11), (8, 9), (9, 16), (11, 13), (14, 18), (15, 23), (18, 20)"
graph_795,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 18), (0, 19), (1, 4), (1, 5), (2, 3), (2, 5), (3, 4), (4, 14), (6, 8), (7, 8), (8, 9), (8, 19), (15, 16)"
graph_796,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (1, 4), (1, 7), (2, 5), (2, 8), (3, 4), (3, 5), (3, 9), (4, 7), (6, 7), (6, 8), (7, 8), (7, 9), (7, 13), (8, 11), (9, 10), (10, 13), (23, 24)"
graph_797,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8), (8, 9)"
graph_798,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (0, 22), (1, 4), (1, 6), (1, 10), (2, 6), (3, 6), (4, 5), (4, 14), (5, 6), (6, 8), (7, 9), (7, 10), (8, 9), (8, 11), (9, 10), (9, 13), (10, 13), (12, 13), (14, 15)"
graph_799,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 3), (1, 4), (1, 6), (1, 12), (2, 10), (3, 6), (3, 9), (5, 6), (5, 9), (5, 10), (6, 14), (7, 8), (7, 9), (7, 12), (8, 9), (9, 12), (10, 13), (11, 14), (13, 18), (17, 20)"
graph_800,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (2, 5), (5, 6), (7, 8), (8, 9)"
graph_801,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (2, 5), (2, 6), (3, 4), (7, 8), (8, 9), (9, 10)"
graph_802,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8)"
graph_803,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (1, 8), (1, 10), (1, 11), (2, 5), (3, 4), (3, 7), (4, 7), (4, 17), (5, 6), (5, 8), (5, 16), (7, 9), (7, 15), (8, 9), (8, 10), (9, 10), (10, 12), (11, 14), (12, 16), (14, 15), (15, 16), (16, 18)"
graph_804,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 3), (1, 4), (1, 6), (1, 12), (2, 13), (4, 6), (4, 13), (5, 6), (6, 7), (6, 10), (7, 8), (8, 9), (8, 10), (9, 11), (11, 15), (13, 15), (14, 22), (15, 16)"
graph_805,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8), (8, 9)"
graph_806,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (3, 4), (3, 12), (4, 12), (7, 8), (8, 18)"
graph_807,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 4), (1, 6), (2, 3), (2, 5), (2, 6), (2, 16), (3, 5), (5, 8), (6, 8), (7, 8), (8, 9), (16, 18)"
graph_808,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (0, 20), (1, 5), (1, 6), (2, 5), (2, 6), (2, 9), (3, 4), (3, 5), (4, 6), (4, 8), (5, 16), (6, 8), (9, 13), (10, 14), (11, 14), (13, 14), (14, 18)"
graph_809,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 19), (1, 4), (1, 5), (2, 3), (2, 7), (5, 6), (5, 9), (6, 8), (6, 11), (7, 8), (7, 10), (7, 22), (8, 14), (10, 13), (12, 13), (14, 17)"
graph_810,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (1, 4), (1, 12), (2, 3), (2, 5), (3, 4), (3, 6), (7, 8), (8, 9), (8, 13), (15, 16)"
graph_811,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 4), (2, 5), (6, 8), (7, 8)"
graph_812,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (0, 20), (1, 4), (2, 6), (3, 4), (4, 8), (6, 8), (7, 16), (8, 9), (11, 14), (11, 15), (13, 14), (16, 17)"
graph_813,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (1, 9), (1, 10), (2, 4), (2, 7), (2, 10), (2, 16), (4, 8), (4, 10), (4, 11), (5, 6), (6, 8), (6, 9), (7, 9), (7, 10), (8, 9), (8, 11), (10, 13), (11, 13), (12, 14), (13, 14), (14, 20), (16, 24)"
graph_814,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 20), (1, 4), (2, 9), (2, 13), (6, 9), (7, 8), (8, 9), (9, 11), (11, 14)"
graph_815,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (1, 6), (2, 5), (3, 11), (4, 6), (4, 7), (4, 9), (5, 7), (7, 8), (11, 12), (14, 17), (15, 16)"
graph_816,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 19), (1, 6), (1, 11), (2, 5), (2, 6), (3, 4), (4, 6), (4, 12), (5, 6), (6, 8), (7, 8), (8, 11), (10, 11), (10, 13)"
graph_817,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 23), (1, 4), (1, 10), (1, 13), (2, 5), (2, 9), (4, 6), (4, 7), (5, 7), (6, 9), (7, 8), (8, 9), (9, 10), (10, 16), (16, 20), (17, 18), (22, 23), (24, 26)"
graph_818,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (1, 3), (1, 4), (3, 6), (6, 7), (8, 9), (10, 13), (14, 15), (15, 16)"
graph_819,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (1, 4), (1, 6), (2, 3), (2, 5), (3, 5), (4, 11), (5, 7), (7, 8), (9, 10), (17, 18)"
graph_820,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (1, 4), (2, 5), (7, 8), (8, 9)"
graph_821,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 21), (0, 25), (1, 4), (1, 6), (1, 7), (2, 3), (3, 6), (4, 6), (4, 18), (5, 6), (5, 10), (7, 8), (8, 10), (8, 14), (9, 15), (11, 12), (11, 14), (14, 17), (16, 18)"
graph_822,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 17), (0, 19), (0, 20), (0, 23), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (2, 9), (5, 6), (6, 8), (7, 8), (8, 9), (10, 13), (12, 13), (15, 16)"
graph_823,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (7, 8), (8, 9)"
graph_824,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (2, 6), (3, 6), (5, 6), (6, 7), (7, 8)"
graph_825,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (1, 4), (1, 6), (2, 10), (5, 9), (7, 8), (8, 9)"
graph_826,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (1, 5), (2, 6), (3, 5), (3, 9), (7, 8), (8, 9), (10, 13), (15, 16)"
graph_827,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 19), (1, 4), (1, 6), (4, 5), (7, 13), (9, 10), (10, 12), (15, 16)"
graph_828,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 20), (1, 4), (2, 5), (2, 6), (3, 4), (3, 12), (6, 7), (8, 9), (8, 10), (9, 10), (9, 12), (10, 13), (11, 12), (12, 16)"
graph_829,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (1, 4), (1, 7), (1, 12), (2, 3), (2, 6), (3, 4), (4, 6), (5, 6), (5, 7), (5, 9), (5, 11), (6, 7), (6, 8), (6, 9), (7, 8), (8, 9), (12, 13), (16, 18), (21, 22)"
graph_830,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (0, 18), (0, 19), (1, 6), (2, 10), (2, 11), (2, 24), (4, 8), (5, 6), (6, 8), (7, 9), (9, 10), (11, 14), (13, 14)"
